City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
344,Dawei,MM,14.0833,98.2,81.12,45,48,9.19,scattered clouds
345,Margate,GB,51.3813,1.3862,40.3,69,98,4.0,overcast clouds
346,Santa Fe,AR,-31.6333,-60.7,68.02,87,0,1.23,light rain
347,Amazar,RU,53.858,120.875,24.08,50,100,6.6,overcast clouds
348,Kapurthala,IN,31.3794,75.3847,73.76,14,3,2.82,clear sky
349,Namwala,ZM,-15.7504,26.4384,63.48,96,31,2.33,scattered clouds
350,Avera,US,33.194,-82.5271,58.51,41,0,6.51,clear sky
351,Myre,NO,69.1036,15.9492,26.55,60,1,17.13,clear sky
352,Neuquen,AR,-38.9516,-68.0591,57.09,38,0,9.22,clear sky
353,Rabo De Peixe,PT,37.8,-25.5833,56.71,72,20,6.91,few clouds
354,Fortuna,US,40.5982,-124.1573,54.93,68,0,8.05,clear sky
355,Davenda,RU,53.5556,119.317,21.43,39,0,11.79,clear sky
356,Mapiripan,CO,2.8892,-72.1256,73.74,94,72,4.43,broken clouds
357,Holme,DK,56.1138,10.1725,40.57,86,100,18.84,overcast clouds
358,Kuching,MY,1.55,110.3333,84.42,74,20,3.44,few clouds
359,Yenotayevka,RU,47.2456,47.0281,50.23,79,100,19.08,overcast clouds
360,Bourne,GB,52.7667,-0.3833,42.98,80,100,5.99,light rain
361,Bosaso,SO,11.2842,49.1816,79.45,51,2,9.44,clear sky
362,Ahuimanu,US,21.4447,-157.8378,77.94,76,49,8.01,scattered clouds
363,Beachwood,US,41.4645,-81.5087,38.21,88,100,8.99,overcast clouds
364,Puerto Escondido,MX,15.85,-97.0667,79.09,67,1,6.46,clear sky
365,Kousseri,CM,12.0769,15.0306,82.33,24,42,7.85,scattered clouds
366,Leonidovo,RU,49.2833,142.8667,50.52,61,62,11.99,broken clouds
367,Iquique,CL,-20.2208,-70.1431,62.64,78,22,3.47,few clouds
368,Mehamn,NO,71.0357,27.8492,25.77,78,99,14.25,light snow
369,Vestmannaeyjar,IS,63.4427,-20.2734,42.93,82,100,8.01,overcast clouds
370,Hokitika,NZ,-42.7167,170.9667,64.31,61,2,4.16,clear sky
371,Gulu,UG,2.7746,32.299,67.91,61,100,2.59,overcast clouds
372,Dakar,SN,14.6937,-17.4441,66.33,82,0,6.91,clear sky
373,Talnakh,RU,69.4865,88.3972,2.16,95,86,8.01,overcast clouds
374,Talcahuano,CL,-36.7167,-73.1167,53.28,71,0,12.66,clear sky
375,Pacifica,US,37.6138,-122.4869,63.01,75,40,33.38,haze
376,Vitim,RU,59.4511,112.5578,19.99,86,100,9.28,light snow
377,Ketchikan,US,55.3422,-131.6461,39.18,92,100,11.45,moderate rain
378,Salalah,OM,17.0151,54.0924,75.72,56,57,2.24,broken clouds
379,Bagdarin,RU,54.4333,113.6,18.01,45,7,7.05,clear sky
380,Honiara,SB,-9.4333,159.95,83.12,81,96,8.14,light rain
381,Berlevag,NO,70.8578,29.0864,17.4,75,100,10.36,light snow
382,Bonthe,SL,7.5264,-12.505,76.24,77,25,8.14,scattered clouds
383,Isangel,VU,-19.55,169.2667,84.52,70,100,8.72,overcast clouds
384,Aksarka,RU,66.5606,67.7975,18.07,94,100,21.79,light snow
385,Saint-Augustin,CA,51.226,-58.6502,28.96,81,100,15.01,overcast clouds
386,Kuandian,CN,40.7286,124.7847,51.46,49,0,11.25,clear sky
387,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,67.73,98,99,7.36,overcast clouds
388,Praia,CV,14.9215,-23.5087,68.54,73,20,8.05,few clouds
389,Dusetos,LT,55.75,25.85,26.47,88,63,6.67,broken clouds
390,Pisco,PE,-13.7,-76.2167,66.25,82,0,14.97,clear sky
391,Worland,US,44.0169,-107.9554,52.25,16,0,9.22,clear sky
392,Sorkjosen,NO,69.8,20.9333,14.0,92,75,2.3,broken clouds
393,Bengkulu,ID,-3.8004,102.2655,81.54,63,28,3.74,scattered clouds
394,Zenzeli,RU,45.9241,47.0474,54.21,63,100,21.88,overcast clouds
395,Mumford,GH,5.2618,-0.759,80.51,86,100,10.18,light rain
396,Cairns,AU,-16.9167,145.7667,92.07,63,40,8.05,scattered clouds
397,Sinnamary,GF,5.3833,-52.95,77.29,89,100,11.16,light rain
398,Kalabo,ZM,-14.97,22.6814,65.16,94,86,2.39,moderate rain
399,Yulara,AU,-25.2406,130.9889,80.44,18,0,4.61,clear sky
400,Katastarion,GR,37.8333,20.7667,44.49,68,100,6.2,overcast clouds
401,Gunnedah,AU,-30.9833,150.25,71.42,68,90,7.36,overcast clouds
402,Mariel,CU,22.9875,-82.7536,73.54,76,15,2.66,light rain
403,Nizhniy Baskunchak,RU,48.2198,46.8311,51.19,79,100,20.56,overcast clouds
404,Kapuskasing,CA,49.4169,-82.4331,33.8,69,20,4.61,few clouds
405,Moerai,PF,-22.4333,-151.3333,81.9,78,100,14.61,overcast clouds
406,Fort Saint James,CA,54.4333,-124.25,37.98,46,4,6.4,clear sky
407,Matelica,IT,43.2541,13.0106,41.16,89,72,3.15,broken clouds
408,Roanoke,US,37.271,-79.9414,50.65,64,1,3.65,clear sky
409,Butembo,CD,0.15,29.2833,57.25,95,91,2.37,light rain
410,Alofi,NU,-19.0595,-169.9187,80.49,74,74,5.75,broken clouds
411,Ajdabiya,LY,30.7554,20.2263,71.4,19,0,15.41,clear sky
412,Garachine,PA,8.0647,-78.3628,79.59,87,100,5.84,overcast clouds
413,Shurob,TJ,40.0491,70.5489,54.28,25,14,4.16,few clouds
414,Sitka,US,57.0531,-135.33,37.92,91,71,6.71,light rain
415,Broken Hill,AU,-31.95,141.4333,71.31,43,0,6.91,clear sky
416,Chapais,CA,49.7834,-74.8492,33.58,91,100,4.05,overcast clouds
417,Itarema,BR,-2.9248,-39.9167,76.39,92,64,8.16,light rain
418,The Valley,AI,18.217,-63.0578,78.66,70,0,18.99,clear sky
419,Kruisfontein,ZA,-34.0033,24.7314,57.88,86,27,4.05,scattered clouds
420,Hainburg,DE,50.0716,8.9524,31.44,64,34,3.83,scattered clouds
421,Pangai,TO,-19.8,-174.35,82.51,69,75,2.3,broken clouds
422,Najran,SA,17.4924,44.1277,61.45,17,62,0.49,broken clouds
423,Hambantota,LK,6.1241,81.1185,75.54,100,20,0.0,few clouds
424,Okhansk,RU,57.7186,55.3877,39.27,89,100,13.49,overcast clouds
425,Saldanha,ZA,-33.0117,17.9442,59.05,93,0,10.49,clear sky
426,Isla Vista,US,34.4133,-119.861,62.78,69,1,1.99,clear sky
427,Ambilobe,MG,-13.2,49.05,71.82,95,72,1.41,broken clouds
428,Vostok,RU,46.4856,135.8833,48.45,57,1,9.44,clear sky
429,Auki,SB,-8.7676,160.7034,79.18,88,99,6.73,overcast clouds
430,Garowe,SO,8.4054,48.4845,69.42,84,3,4.52,clear sky
431,Boende,CD,-0.2167,20.8667,70.72,85,100,1.45,overcast clouds
432,Labuhan,ID,-6.8844,112.2051,82.08,76,77,7.27,broken clouds
433,Durban,ZA,-29.8579,31.0292,72.01,91,100,3.0,overcast clouds
434,Qasigiannguit,GL,68.8193,-51.1922,16.65,91,38,6.04,scattered clouds
435,Kysyl-Syr,RU,63.8986,122.7617,21.43,91,100,6.24,overcast clouds
436,Ekibastuz,KZ,51.6667,75.3667,44.73,54,100,8.99,overcast clouds
437,Kupang,ID,-10.1667,123.5833,83.5,70,38,3.0,scattered clouds
438,Ratnagiri,IN,16.9833,73.3,79.54,78,32,5.23,scattered clouds
439,Sept-Iles,CA,50.2001,-66.3821,35.6,50,20,8.05,few clouds
440,Lieksa,FI,63.3167,30.0167,14.99,100,96,0.89,overcast clouds
441,Caravelas,BR,-17.7125,-39.2481,76.57,79,1,5.1,clear sky
442,Karratha,AU,-20.7377,116.8463,88.05,48,0,8.81,clear sky
443,Karaton,ID,-6.3424,106.1045,83.61,67,52,4.45,broken clouds
444,Marang,MY,5.2056,103.2059,80.51,80,59,2.64,broken clouds
445,Makat,KZ,47.6469,53.3463,55.98,57,100,15.93,overcast clouds
446,Morgan City,US,29.6994,-91.2068,69.8,64,0,6.91,clear sky
447,Ulaanbaatar,MN,47.9077,106.8832,39.33,26,40,2.24,scattered clouds
448,Phuket,TH,8.0,98.25,85.08,78,20,8.05,few clouds
449,Ucluelet,CA,48.9329,-125.5528,44.91,88,100,12.75,overcast clouds
450,Dzheguta,RU,43.9671,42.0426,41.9,88,100,4.74,overcast clouds
451,Huarmey,PE,-10.0681,-78.1522,69.71,85,91,8.66,overcast clouds
452,Nara,JP,34.6851,135.8049,60.96,43,5,6.42,clear sky
453,Takasaki,JP,36.3333,139.0167,49.68,87,100,4.12,light rain
454,Atar,MR,20.5169,-13.0499,66.74,41,2,6.42,clear sky
455,Xuddur,SO,4.1213,43.8894,74.07,82,31,12.19,scattered clouds
456,Hamilton,US,39.1834,-84.5333,48.99,63,0,1.01,clear sky
457,Torit,SS,4.4133,32.5678,76.15,47,99,3.13,overcast clouds
458,Labytnangi,RU,66.6572,66.4183,17.19,94,100,21.09,snow
459,Hami,CN,42.8,93.45,57.45,21,3,7.58,clear sky
460,Hobyo,SO,5.3505,48.5268,80.47,74,62,8.5,broken clouds
461,Saint-Francois,FR,46.4154,3.9054,33.24,80,0,1.14,clear sky
462,Blythe,US,33.6103,-114.5964,81.03,28,93,5.37,overcast clouds
463,Shenjiamen,CN,29.9576,122.298,54.39,56,1,5.46,clear sky
464,Aklavik,CA,68.2191,-135.0107,-5.89,89,100,10.0,overcast clouds
465,Dalbandin,PK,28.8947,64.4101,70.0,12,0,0.89,clear sky
466,Byron Bay,AU,-28.65,153.6167,76.71,66,52,5.41,broken clouds
467,Bereda,ES,43.2686,-7.5406,36.57,73,15,7.65,few clouds
468,Arlit,NE,18.7369,7.3853,82.26,5,99,7.78,overcast clouds
469,Illapel,CL,-31.6308,-71.1653,63.05,72,1,1.9,clear sky
470,Arroyo,ES,41.6096,-4.7969,30.6,74,0,14.97,clear sky
471,Bua Yai,TH,15.5855,102.4259,71.11,42,100,14.45,overcast clouds
472,Moose Factory,CA,51.2585,-80.6094,21.2,68,100,5.75,overcast clouds
473,Kem,RU,64.9555,34.5793,20.98,96,95,6.4,light snow
474,Baykit,RU,61.67,96.37,17.65,87,28,2.04,scattered clouds
475,Gebze,TR,40.8028,29.4307,48.06,81,40,3.44,scattered clouds
476,Port Macquarie,AU,-31.4333,152.9167,77.9,53,53,1.36,broken clouds
477,Tabuk,PH,17.4189,121.4443,72.84,96,100,5.41,overcast clouds
478,Dzitbalche,MX,20.3167,-90.05,80.02,67,97,6.87,overcast clouds
479,Krasnoarmeysk,RU,51.0239,45.6969,46.47,86,100,18.23,overcast clouds
480,Ukiah,US,39.1502,-123.2078,60.64,54,95,1.01,overcast clouds
481,Filadelfia,US,39.9523,-75.1638,46.65,58,42,10.0,scattered clouds
482,Wakkanai,JP,45.4094,141.6739,44.58,70,75,25.32,broken clouds
483,Jian,CN,27.1172,114.9793,63.43,58,8,1.66,clear sky
484,Souillac,MU,-20.5167,57.5167,79.18,83,40,11.5,scattered clouds
485,Honningsvag,NO,70.9821,25.9704,26.35,74,75,6.91,broken clouds
486,Zelenogradsk,RU,54.9589,20.4767,32.05,75,40,8.95,scattered clouds
487,Novyy Urengoy,RU,66.0833,76.6333,13.01,92,100,15.03,overcast clouds
488,Buluang,PH,13.3068,123.3425,85.91,62,99,5.32,overcast clouds
489,Visby,SE,57.6409,18.296,36.82,80,40,12.66,scattered clouds
490,Culebra,PR,18.303,-65.301,75.99,82,3,8.01,clear sky
491,Altay,CN,47.8667,88.1167,40.14,57,0,5.48,clear sky
492,Seoul,KR,37.5683,126.9778,58.39,47,0,3.44,haze
493,Barela,IN,23.1,80.05,83.21,24,4,6.91,haze
494,Salym,RU,60.0625,71.4789,35.56,100,100,10.71,overcast clouds
495,Alghero,IT,40.5589,8.3181,37.49,93,0,3.44,clear sky
496,Badarwas,IN,24.9667,77.5667,81.73,15,0,6.29,clear sky
497,Winslow,US,35.0242,-110.6974,65.97,19,99,3.0,overcast clouds
498,Svetlogorsk,BY,52.6333,29.7333,22.37,85,38,5.77,scattered clouds
499,Hojai,IN,26.0,92.8667,81.03,63,22,6.49,few clouds
500,Victoria Point,AU,-27.5833,153.3,83.25,72,93,1.99,overcast clouds
501,Tungor,RU,53.3808,142.9564,41.09,88,53,15.32,broken clouds
502,Mogadishu,SO,2.0371,45.3438,80.37,79,31,9.08,scattered clouds
503,Aswan,EG,24.0934,32.907,79.9,18,0,5.75,clear sky
504,Saint-Joseph,RE,-21.3667,55.6167,71.98,84,98,10.63,overcast clouds
505,Tonk,IN,26.1667,75.7833,79.56,11,0,7.43,clear sky
506,Ancud,CL,-41.8697,-73.8203,51.22,90,100,4.85,light rain
507,Faya,SA,18.3851,42.4509,59.11,38,100,1.59,overcast clouds
508,Deputatskiy,RU,69.3,139.9,-1.84,88,23,3.02,few clouds
509,Chara,RU,56.9064,118.2631,13.08,58,99,4.54,overcast clouds
510,Cervo,ES,43.6702,-7.4101,44.4,68,92,19.62,overcast clouds
511,La Rioja,ES,42.25,-2.5,28.18,94,66,3.36,broken clouds
512,Louis Trichardt,ZA,-23.0439,29.9032,65.82,75,50,2.64,scattered clouds
513,Puerto Rondon,CO,6.2805,-71.1,79.99,76,99,2.37,overcast clouds
514,Wukari,NG,7.85,9.7833,80.71,66,85,12.19,overcast clouds
515,Beringovskiy,RU,63.05,179.3167,2.64,75,60,17.52,broken clouds
516,Funtua,NG,11.5233,7.3081,78.51,35,99,7.0,overcast clouds
517,Avdon,RU,54.6667,55.7167,36.72,86,100,6.71,overcast clouds
518,Takoradi,GH,4.8845,-1.7554,80.8,87,86,10.74,light rain
519,Uzventis,LT,55.7803,22.6547,28.47,85,80,9.98,broken clouds
520,Luocheng,CN,29.3848,104.0286,55.72,89,100,8.14,overcast clouds
521,Menongue,AO,-14.6585,17.691,60.91,98,94,2.21,light rain
522,Ferkessedougou,CI,9.6,-5.2,81.5,59,91,4.56,overcast clouds
523,Pacific Grove,US,36.6177,-121.9166,63.45,74,75,10.36,broken clouds
524,Rockhampton,AU,-23.3833,150.5,85.89,48,40,8.05,scattered clouds
525,Asau,RO,46.4333,26.4,31.12,95,99,3.15,overcast clouds
526,Xining,CN,36.6167,101.7667,45.3,19,100,3.09,overcast clouds
527,San Matias,BO,-16.3667,-58.4,75.42,87,0,4.36,clear sky
528,Yerbogachen,RU,61.2767,108.0108,13.21,89,100,10.13,light snow
529,Oyama,JP,36.3,139.8,51.62,91,100,9.42,moderate rain
530,Boras,SE,57.721,12.9401,40.82,97,100,13.82,light rain
531,Jiwani,PK,25.05,61.7417,77.31,68,43,7.02,scattered clouds
532,Moramanga,MG,-18.9333,48.2,61.43,95,82,1.97,broken clouds
533,Ugoofaaru,MV,5.6667,73.0,83.17,67,7,1.45,clear sky
534,Minsk,BY,53.9,27.5667,22.75,66,16,6.62,few clouds
535,Nantucket,US,41.2835,-70.0995,42.91,82,100,10.36,overcast clouds
536,Oskaloosa,US,41.2964,-92.6444,48.52,93,100,5.75,overcast clouds
537,Osa,RU,57.2829,55.4567,36.12,87,100,14.14,overcast clouds
538,Ust-Nera,RU,64.5667,143.2,9.68,85,85,1.28,overcast clouds
539,Umm Lajj,SA,25.0213,37.2685,75.29,62,95,3.0,overcast clouds
540,Bathsheba,BB,13.2167,-59.5167,79.41,69,40,19.57,scattered clouds
541,Paramirim,BR,-13.4425,-42.2389,68.47,73,8,3.56,clear sky
542,Batouri,CM,4.4333,14.3667,69.28,95,97,1.41,moderate rain
543,Kytmanovo,RU,53.4593,85.4479,33.98,100,100,3.58,overcast clouds
544,Orlik,RU,52.5178,99.825,22.23,84,100,5.95,light snow
545,Dharchula,IN,29.85,80.5333,70.56,20,0,3.87,clear sky
546,Nizhniy Tsasuchey,RU,50.5167,115.1333,27.37,48,100,6.24,light snow
547,Ushtobe,KZ,45.2514,77.9838,55.92,36,59,5.53,broken clouds
548,Guerrero Negro,MX,27.9769,-114.0611,60.42,69,0,12.93,clear sky
549,Perry,US,37.2506,-83.1999,51.98,70,7,0.81,clear sky
550,Port Hardy,CA,50.6996,-127.4199,44.78,81,75,9.22,broken clouds
551,Gumia,IN,23.7833,85.8167,86.67,14,0,4.76,clear sky
552,Adrar,MR,20.5022,-10.0711,70.72,15,0,10.4,clear sky
553,Karpathos,GR,35.507,27.2132,57.16,82,71,2.3,broken clouds
554,Loviisa,FI,60.4566,26.2251,29.28,88,100,9.22,light snow
555,Kibala,TD,9.1104,18.3463,82.54,51,94,8.16,overcast clouds
556,Kosa,RU,59.9445,54.9977,33.26,98,100,10.36,light snow
557,Guozhen,CN,34.3659,107.359,66.4,38,100,3.09,overcast clouds
558,Corinto,GR,37.9407,22.9573,51.42,68,100,6.76,overcast clouds
559,Pundaguitan,PH,6.3711,126.1689,81.88,76,100,5.84,overcast clouds
560,Robertsport,LR,6.7533,-11.3686,78.33,87,59,6.38,broken clouds
561,Abay,KZ,49.6311,72.8539,39.58,77,95,4.47,overcast clouds
562,Sola,VU,-13.8833,167.55,81.41,75,100,11.21,overcast clouds
563,Petauke,ZM,-14.2426,31.3253,63.82,96,46,3.47,scattered clouds
564,Boissevain,CA,49.2306,-100.0559,36.1,81,100,5.68,overcast clouds
565,Hingoli,IN,19.7167,77.15,87.3,17,97,7.7,overcast clouds
566,Kresttsy,RU,58.2452,32.5165,24.46,96,89,4.23,overcast clouds
567,Mandera,KE,3.9366,41.867,81.48,63,76,12.17,broken clouds
568,Brae,GB,60.3964,-1.353,45.3,94,100,14.43,overcast clouds
569,Curumani,CO,9.1999,-73.5427,75.99,93,100,4.03,overcast clouds
570,Marsa Matruh,EG,31.3525,27.2453,59.2,94,48,9.22,scattered clouds
571,Pedinon,GR,40.9089,22.8667,50.02,78,61,6.29,broken clouds
572,Lodwar,KE,3.1191,35.5973,83.19,40,85,6.22,overcast clouds
573,Barreirinha,BR,-2.7933,-57.07,73.06,98,100,0.04,overcast clouds
574,Tateyama,JP,34.9833,139.8667,51.1,87,75,17.27,mist
575,Brewster,US,41.3973,-73.6171,41.27,94,97,8.3,overcast clouds
576,Novaya Mayna,RU,54.15,49.75,33.4,94,98,4.03,overcast clouds
577,Burns Lake,CA,54.2331,-125.7533,40.42,49,53,8.5,broken clouds
578,Cockburn Town,TC,21.4612,-71.1419,78.33,81,5,13.96,clear sky
579,Muzaffarabad,PK,34.37,73.4711,66.87,39,0,6.55,clear sky
580,Escanaba,US,45.7453,-87.0646,32.31,94,100,3.15,overcast clouds
581,Haileybury,CA,47.449,-79.6373,36.18,99,67,3.53,broken clouds
582,Kundgol,IN,15.25,75.25,71.8,75,92,8.19,overcast clouds
583,Daliang,CN,22.8504,113.247,71.06,34,0,4.32,clear sky
584,Annapolis,US,38.9785,-76.4922,47.41,51,75,14.97,broken clouds
585,Bardiyah,LY,31.7561,25.0865,61.83,70,1,9.57,clear sky
586,Invermere,CA,50.5167,-116.0354,39.85,77,80,4.16,broken clouds
587,Mangoso,PH,11.4175,122.6382,82.11,79,98,10.45,overcast clouds
588,Damavand,IR,35.7178,52.065,52.75,34,0,1.79,clear sky
589,Walvis Bay,NA,-22.9575,14.5053,59.09,88,0,3.44,clear sky
590,Chulman,RU,56.8479,124.9104,15.6,87,100,12.66,light snow
591,Yaan,NG,7.3833,8.5667,80.42,69,68,11.68,broken clouds
592,Lasa,IT,46.6166,10.7002,33.37,95,97,1.88,overcast clouds
593,Kieta,PG,-6.2167,155.6333,83.61,75,88,5.1,moderate rain
594,Lagos,NG,6.5833,3.75,80.38,85,71,4.9,broken clouds
595,Mahibadhoo,MV,3.7833,72.9667,83.08,64,49,0.56,scattered clouds
596,Leh,IN,34.1667,77.5833,25.83,68,81,4.32,broken clouds
597,Saint-Pierre,RE,-21.3393,55.4781,73.9,88,0,4.61,clear sky
598,Okhotsk,RU,59.3833,143.3,23.97,87,100,16.26,light snow
599,Mount Isa,AU,-20.7333,139.5,87.57,14,8,10.36,clear sky
600,Port Augusta,AU,-32.5,137.7667,76.95,29,0,4.68,clear sky
601,San Lorenzo,PY,-25.3333,-57.5333,76.93,71,100,3.56,overcast clouds
602,Ola,RU,59.5833,151.2833,25.14,73,24,2.13,few clouds
603,Chaihe,CN,44.7667,129.7,57.51,27,0,18.68,clear sky
604,Santa Cruz,BO,-17.8,-63.1667,73.2,67,7,8.03,clear sky
605,Komsomolskiy,UZ,40.4272,71.7189,54.32,62,100,6.91,overcast clouds
606,Kumbhraj,IN,24.3667,77.05,81.99,16,0,7.96,clear sky
607,Hun,LY,29.1268,15.9477,66.09,33,0,5.66,clear sky
608,Tofield,CA,53.3668,-112.6686,46.38,58,7,7.81,clear sky
609,Koulikoro,ML,14.0,-7.75,80.51,19,0,3.09,clear sky
610,Toba,JP,34.4833,136.85,57.2,80,50,4.0,moderate rain
611,Tineo,ES,43.3376,-6.4145,35.64,97,83,2.82,broken clouds
612,Moscow,RU,55.7522,37.6156,21.63,95,100,3.67,overcast clouds
613,Asosa,ET,10.0667,34.5333,70.07,54,37,1.97,scattered clouds
614,Magadan,RU,59.5667,150.8,24.53,78,55,1.72,broken clouds
615,Andenes,NO,69.3143,16.1194,26.58,63,2,20.71,clear sky
616,Kajaani,FI,64.2273,27.7285,3.25,78,20,1.14,few clouds
617,Geraldton,AU,-28.7667,114.6,75.61,69,100,20.71,overcast clouds
618,Inhambane,MZ,-23.865,35.3833,75.22,74,0,8.52,clear sky
619,Tanabe,JP,33.7333,135.3667,61.86,55,21,13.24,few clouds
620,Sao Filipe,CV,14.8961,-24.4956,70.54,74,4,6.96,clear sky
621,Bayir,TR,37.2687,28.2167,41.52,50,71,1.28,broken clouds
622,Alekseyevka,RU,50.6309,38.6903,33.89,94,100,9.8,overcast clouds
623,Birao,CF,10.2849,22.7882,80.1,45,100,5.7,overcast clouds
624,Houston,US,29.7633,-95.3633,71.31,74,20,12.66,few clouds
625,Nandi Hills,KE,0.1066,35.1838,56.55,67,99,6.4,overcast clouds
626,Inirida,CO,3.8653,-67.9239,74.1,97,100,1.12,overcast clouds
627,Pio Xii,BR,-3.8325,-45.1525,74.17,97,99,3.33,overcast clouds
628,Udachnyy,RU,66.4167,112.4,7.45,77,100,14.43,overcast clouds
629,Havoysund,NO,70.9963,24.6622,26.83,59,100,10.02,light snow
630,Sussex,US,41.1834,-74.6663,40.59,71,60,7.0,broken clouds
631,Kerrobert,CA,51.9168,-109.1348,45.25,35,98,15.52,overcast clouds
632,Sita Buzaului,RO,45.65,26.0667,27.27,98,93,4.34,overcast clouds
633,Santa Maria,BR,-29.6842,-53.8069,63.7,100,100,4.61,moderate rain
634,Kloulklubed,PW,7.0419,134.2556,82.9,73,100,4.5,overcast clouds
635,Porbandar,IN,21.6422,69.6093,77.68,70,0,9.75,clear sky
636,Buin,CL,-33.7333,-70.75,71.87,44,0,3.33,clear sky
637,Bom Jesus,BR,-9.0744,-44.3586,79.56,48,97,2.75,overcast clouds
638,Copiapo,CL,-27.3667,-70.3333,65.59,59,0,0.67,clear sky
639,Haradok,BY,55.4624,29.9816,27.1,68,52,5.19,broken clouds
640,Tam Ky,VN,15.5667,108.4833,66.52,93,100,7.49,overcast clouds
641,Lichtenburg,ZA,-26.152,26.1597,58.59,92,100,10.58,light rain
642,Hervey Bay,AU,-25.2986,152.8535,82.02,63,4,5.99,clear sky
643,Samarai,PG,-10.6167,150.6667,82.76,74,93,11.36,overcast clouds
644,Isla Mujeres,MX,21.2311,-86.731,80.17,80,56,14.09,broken clouds
645,Sulphur,US,30.2366,-93.3774,69.78,80,0,4.61,clear sky
646,Meulaboh,ID,4.1363,96.1285,78.06,79,97,3.09,overcast clouds
647,Joshimath,IN,30.5667,79.5667,60.91,25,0,5.77,clear sky
648,Pedro Ii,BR,-4.4247,-41.4586,68.11,92,61,4.05,light rain
649,Anadyr,RU,64.75,177.4833,3.7,71,0,15.66,clear sky
650,Davila,PH,18.4726,120.5763,77.83,83,98,28.66,overcast clouds
651,Calama,CL,-22.4667,-68.9333,53.73,31,0,1.72,clear sky
652,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,32.59,40,0,17.9,clear sky
653,Mabaruma,GY,8.2,-59.7833,72.21,97,49,3.0,scattered clouds
654,Bubaque,GW,11.2833,-15.8333,74.84,72,4,20.8,clear sky
655,Constantine,DZ,36.365,6.6147,44.01,93,40,4.61,scattered clouds
656,Sibolga,ID,1.7427,98.7792,82.42,69,62,0.45,broken clouds
657,Olinda,BR,-8.0089,-34.8553,83.93,70,75,8.05,broken clouds
658,Ust-Kut,RU,56.7938,105.7672,21.9,85,100,4.23,light snow
659,Iracoubo,GF,5.4802,-53.2011,77.23,89,100,10.92,overcast clouds
660,Rolla,US,37.9514,-91.7713,62.67,36,100,13.8,overcast clouds
661,Kashan,IR,33.9831,51.4364,70.79,18,89,3.56,overcast clouds
662,Kandrian,PG,-6.2167,149.55,85.82,66,100,5.59,overcast clouds
663,Neiafu,TO,-18.65,-173.9833,82.42,68,100,11.03,overcast clouds
664,Dourbali,TD,11.8091,15.8632,81.18,15,82,7.56,broken clouds
665,Bagamoyo,TZ,-6.4333,38.9,76.08,86,16,1.61,light rain
666,Teberda,RU,43.4456,41.7448,35.83,91,90,11.88,light rain
667,Polyarnyy,RU,69.1989,33.4478,12.25,91,98,6.58,overcast clouds
668,Campestre,BR,-21.7111,-46.2464,62.8,94,4,3.24,clear sky
669,Bellavista,PE,-7.0561,-76.5911,74.28,85,99,1.07,overcast clouds
670,Mrakovo,RU,52.7161,56.6244,37.65,96,100,5.84,overcast clouds
671,Mana,GF,5.6592,-53.7767,77.14,89,100,9.95,overcast clouds
672,Grajau,BR,-5.8194,-46.1386,73.24,95,94,2.01,overcast clouds
673,Pleasanton,US,37.6624,-121.8747,66.13,65,0,10.36,clear sky
674,Riverton,US,40.5219,-111.9391,54.39,27,0,4.61,clear sky
675,Jiblah,YE,13.9216,44.1467,60.67,38,0,3.49,clear sky
676,Kharp,RU,66.8014,65.8081,15.85,94,100,18.5,snow
677,Havre-Saint-Pierre,CA,50.2334,-63.5986,28.85,79,9,8.63,clear sky
678,Bilibino,RU,68.0546,166.4372,6.93,69,4,3.58,clear sky
679,Sangar,RU,63.9242,127.4739,22.6,90,100,4.14,overcast clouds
680,Pyapon,MM,16.2833,95.6833,82.62,56,98,11.54,overcast clouds
681,Moyale,KE,3.5167,39.0584,69.42,47,97,8.55,overcast clouds
682,Maldonado,UY,-34.6667,-54.9167,64.22,94,12,7.76,few clouds
683,Baijiantan,CN,45.6333,85.1833,54.23,38,0,12.39,clear sky
684,Nabire,ID,-3.3667,135.4833,86.92,58,16,4.21,few clouds
685,Yambio,SS,4.5721,28.3955,68.68,92,93,3.8,overcast clouds
686,Puli,TW,23.9664,120.9695,65.86,49,0,2.55,clear sky
687,Oktyabrskoye,RU,43.0645,44.7417,46.54,81,54,6.71,broken clouds
688,Linqu,CN,36.5156,118.5397,62.04,37,0,13.51,clear sky
689,Gerash,IR,27.6652,54.1371,67.06,19,0,1.36,clear sky
690,Portage,US,41.1667,-81.1998,38.98,69,100,1.01,overcast clouds
691,Onega,RU,63.9061,38.1404,9.59,96,96,4.88,overcast clouds
692,Luanda,AO,-8.8368,13.2343,75.2,94,75,2.3,broken clouds
693,Aguimes,ES,27.9054,-15.4461,61.43,68,40,12.66,scattered clouds
694,Ballina,AU,-28.8667,153.5667,77.77,84,52,4.25,broken clouds
